,0,class_label,target_label
863,0.799,0,1
864,0.311,0,1
865,0.76,0,1
866,0.566,0,1
867,0.798,0,1
868,0.819,0,1
869,0.377,0,1
870,0.749,0,1
871,0.405,0,1
872,0.754,0,1
873,0.267,0,1
874,0.759,0,1
875,0.791,0,1
876,0.585,0,1
877,0.443,0,1
878,0.621,0,1
879,0.858,0,1
880,0.827,0,1
881,0.063,0,1
882,0.865,0,1
883,0.587,0,1
884,0.86,0,1
885,0.904,0,1
886,0.86,0,1
887,0.513,0,1
888,0.707,0,1
889,0.751,0,1
890,0.614,0,1
891,0.881,0,1
892,0.635,0,1
893,0.841,0,1
894,0.587,0,1
895,0.335,0,1
896,0.786,0,1
897,0.742,0,1
898,0.521,0,1
899,0.747,0,1
900,0.939,0,1
901,0.697,0,1
902,0.673,0,1
903,0.59,0,1
904,0.872,0,1
905,0.902,0,1
906,0.538,0,1
907,0.37,0,1
908,0.546,0,1
909,0.491,0,1
910,0.764,0,1
911,0.949,0,1
912,0.31,0,1
913,0.74,0,1
914,0.753,0,1
915,0.766,0,1
916,0.817,0,1
917,0.579,0,1
918,0.719,0,1
919,0.142,0,1
920,0.516,0,1
921,0.902,0,1
922,0.474,0,1
923,0.679,0,1
924,0.659,0,1
925,0.878,0,1
926,0.435,0,1
927,0.694,0,1
928,0.727,0,1
929,0.713,0,1
930,0.633,0,1
931,0.309,0,1
932,0.662,0,1
933,0.191,0,1
934,0.9,0,1
935,0.822,0,1
936,0.445,0,1
937,0.937,0,1
938,0.72,0,1
939,0.881,0,1
940,0.624,0,1
941,0.689,0,1
942,0.486,0,1
943,0.864,0,1
944,0.852,0,1
945,0.169,0,1
946,0.831,0,1
947,0.735,0,1
948,0.788,0,1
949,0.751,0,1
950,0.392,0,1
951,0.884,0,1
952,0.469,0,1
953,0.856,0,1
954,0.688,0,1
955,0.883,0,1
956,0.854,0,1
957,0.126,0,1
958,0.989,0,1
959,0.544,0,1
960,0.621,0,1
961,0.715,0,1
962,0.602,0,1
963,0.754,0,1
964,0.769,0,1
965,0.272,0,1
966,0.465,0,1
967,0.709,0,1
968,0.541,0,1
969,0.713,0,1
970,0.698,0,1
971,0.805,0,1
972,0.205,0,1
973,0.408,0,1
974,0.802,0,1
975,0.504,0,1
976,0.802,0,1
977,0.93,0,1
978,0.937,0,1
979,0.815,0,1
980,0.425,0,1
981,0.636,0,1
982,0.381,0,1
983,0.811,0,1
984,0.684,0,1
985,0.745,0,1
986,0.565,0,1
987,0.899,0,1
988,0.522,0,1
989,0.86,0,1
990,0.473,0,1
991,0.463,0,1
992,0.845,0,1
993,0.815,0,1
994,0.783,0,1
995,0.734,0,1
996,0.721,0,1
997,0.514,0,1
998,0.997,0,1
999,0.7,0,1
1000,0.15,0,1
1001,0.323,0,1
1002,0.737,0,1
1003,0.707,0,1
1004,0.483,0,1
1005,0.703,0,1
1006,0.724,0,1
1007,0.271,0,1
1008,0.679,0,1
1009,0.689,0,1
1010,0.744,0,1
1011,0.094,0,1
1012,0.285,0,1
1013,0.263,0,1
1014,0.969,0,1
1015,0.536,0,1
1016,0.877,0,1
1017,0.417,0,1
1018,0.681,0,1
1019,0.605,0,1
1020,0.901,0,1
1021,0.443,0,1
1022,0.728,0,1
1023,0.903,0,1
1024,0.285,0,1
1025,0.59,0,1
1026,0.473,0,1
1027,0.766,0,1
1028,0.815,0,1
1029,0.737,0,1
1030,0.811,0,1
1031,0.714,0,1
1032,0.831,0,1
1033,0.706,0,1
1034,0.906,0,1
1035,0.649,0,1
1036,0.668,0,1
1037,0.688,0,1
1038,0.231,0,1
1039,0.807,0,1
1040,0.733,0,1
1041,0.549,0,1
1042,0.641,0,1
1043,0.496,0,1
1044,0.303,0,1
1045,0.954,0,1
1046,0.128,0,1
1047,0.733,0,1
1048,0.817,0,1
1049,0.813,0,1
1050,0.274,0,1
1051,0.858,0,1
1052,0.913,0,1
1053,0.709,0,1
1054,0.615,0,1
1055,0.829,0,1
1056,0.584,0,1
1057,0.948,0,1
1058,0.807,0,1
1059,0.682,0,1
1060,0.886,0,1
1061,0.406,0,1
1062,0.401,0,1
1063,0.38,0,1
1064,0.705,0,1
1065,0.279,0,1
1066,0.545,0,1
1067,0.721,0,1
1068,0.76,0,1
1069,0.902,0,1
1070,0.809,0,1
1071,0.713,0,1
1072,0.622,0,1
1073,0.583,0,1
1074,0.917,0,1
1075,0.725,0,1
1076,0.039,0,1
1077,0.646,0,1
1078,0.796,0,1
1079,0.171,0,1
1080,0.644,0,1
1081,0.791,0,1
1082,0.759,0,1
1083,0.837,0,1
1084,0.611,0,1
1085,0.2,0,1
1086,0.424,0,1
1087,0.403,0,1
1088,0.868,0,1
1089,0.777,0,1
1090,0.001,0,1
1091,0.729,0,1
1092,0.57,0,1
1093,0.778,0,1
1094,0.428,0,1
1095,0.861,0,1
1096,0.566,0,1
1097,0.727,0,1
1098,0.959,0,1
1099,0.795,0,1
1100,0.847,0,1
1101,0.873,0,1
1102,0.883,0,1
1103,0.556,0,1
1104,0.889,0,1
1105,0.823,0,1
1106,0.384,0,1
1107,0.389,0,1
1108,0.26,0,1
1109,0.912,0,1
1110,0.163,0,1
1111,0.874,0,1
1112,0.925,0,1
1113,0.033,0,1
1114,0.335,0,1
1115,0.879,0,1
1116,0.67,0,1
1117,0.487,0,1
1118,0.772,0,1
1119,0.858,0,1
1120,0.555,0,1
1121,0.717,0,1
1122,0.808,0,1
1123,0.58,0,1
1124,0.735,0,1
1125,0.846,0,1
1126,0.715,0,1
1127,0.661,0,1
1128,0.778,0,1
1129,0.772,0,1
1130,0.496,0,1
1131,0.759,0,1
1132,0.606,0,1
1133,0.129,0,1
1134,0.796,0,1
1135,0.892,0,1
1136,0.514,0,1
1137,0.818,0,1
1138,0.546,0,1
1139,0.786,0,1
1140,0.885,0,1
1141,0.821,0,1
1142,0.926,0,1
1143,0.836,0,1
1144,0.794,0,1
1145,0.864,0,1
1146,0.937,0,1
1147,0.697,0,1
1148,0.483,0,1
1149,0.794,0,1
1150,0.717,0,1
1151,0.759,0,1
1152,0.725,0,1
1153,0.389,0,1
1154,0.683,0,1
1155,0.868,0,1
1156,0.823,0,1
1157,0.251,0,1
1158,0.657,0,1
1159,0.651,0,1
1160,0.844,0,1
1161,0.824,0,1
1162,0.74,0,1
1163,0.494,0,1
1164,0.535,0,1
1165,0.823,0,1
1166,0.596,0,1
1167,0.81,0,1
1168,0.6,0,1
1169,0.691,0,1
1170,0.819,0,1
1171,0.648,0,1
1172,0.091,0,1
1173,0.762,0,1
1174,0.627,0,1
1175,0.777,0,1
1176,0.558,0,1
1177,0.426,0,1
1178,0.852,0,1
1179,0.873,0,1
1180,0.617,0,1
1181,0.839,0,1
1182,0.24,0,1
1183,0.73,0,1
1184,0.469,0,1
1185,0.545,0,1
1186,0.741,0,1
1187,0.446,0,1
1188,0.563,0,1
1189,0.785,0,1
1190,0.872,0,1
1191,0.956,0,1
1192,0.348,0,1
1193,0.627,0,1
1194,0.836,0,1
1195,0.929,0,1
1196,0.794,0,1
1197,0.499,0,1
1198,0.655,0,1
1199,0.598,0,1
1200,0.306,0,1
1201,0.262,0,1
1202,0.601,0,1
1203,0.626,0,1
1204,0.686,0,1
1205,0.576,0,1
1206,0.727,0,1
1207,0.703,0,1
1208,0.642,0,1
1209,0.829,0,1
1210,0.488,0,1
1211,0.474,0,1
1212,0.779,0,1
1213,0.747,0,1
1214,0.603,0,1
1215,0.369,0,1
1216,0.816,0,1
1217,0.698,0,1
1218,0.797,0,1
1219,0.564,0,1
1220,0.66,0,1
1221,0.2,0,1
1222,0.819,0,1
1223,0.696,0,1
1224,0.778,0,1
1225,0.769,0,1
1226,0.341,0,1
1227,0.666,0,1
1228,0.787,0,1
1229,0.655,0,1
1230,0.722,0,1
1231,0.875,0,1
1232,0.703,0,1
1233,0.564,0,1
1234,0.544,0,1
1235,0.827,0,1
1236,0.416,0,1
1237,0.435,0,1
1238,0.681,0,1
1239,0.653,0,1
1240,0.686,0,1
1241,0.609,0,1
1242,0.0,1,1
1243,0.444,0,1
1244,0.858,0,1
1245,0.898,0,1
1246,0.173,0,1
1247,0.386,0,1
1248,0.676,0,1
1249,0.91,0,1
1250,0.088,0,1
1251,0.835,0,1
1252,0.679,0,1
1253,0.433,0,1
1254,0.244,0,1
1255,0.699,0,1
1256,0.535,0,1
1257,0.138,0,1
1258,0.501,0,1
1259,0.908,0,1
1260,0.858,0,1
1261,0.245,0,1
1262,0.774,0,1
1263,0.789,0,1
1264,0.695,0,1
1265,0.197,0,1
1266,0.819,0,1
1267,0.348,0,1
1268,0.604,0,1
1269,0.822,0,1
1270,0.148,0,1
1271,0.664,0,1
1272,0.852,0,1
1273,0.368,0,1
1274,0.354,0,1
1275,0.027,0,1
1276,0.63,0,1
1277,0.707,0,1
1278,0.682,0,1
1279,0.802,0,1
1280,0.307,0,1
1281,0.166,0,1
1282,0.579,0,1
1283,0.877,0,1
1284,0.779,0,1
1285,0.712,0,1
1286,0.021,0,1
1287,0.696,0,1
1288,0.554,0,1
1289,0.735,0,1
1290,0.308,0,1
1291,0.484,0,1
1292,0.946,0,1
1293,0.789,0,1
1294,0.71,0,1
1295,0.587,0,1
1296,0.811,0,1
1297,0.585,0,1
1298,0.68,0,1
1299,0.581,0,1
1300,0.747,0,1
1301,0.722,0,1
1302,0.645,0,1
1303,0.713,0,1
1304,0.588,0,1
1305,0.924,0,1
1306,0.759,0,1
1307,0.545,0,1
1308,0.838,0,1
1309,0.68,0,1
1310,0.637,0,1
1311,0.718,0,1
1312,0.681,0,1
1313,0.619,0,1
1314,0.705,0,1
1315,0.896,0,1
1316,0.846,0,1
1317,0.616,0,1
1318,0.805,0,1
1319,0.769,0,1
1320,0.829,1,1
1321,1.0,1,1
1322,0.767,1,1
1323,0.946,1,1
1324,0.991,1,1
1325,0.994,1,1
1326,0.356,1,1
1327,0.257,1,1
1328,0.403,1,1
1329,0.933,1,1
1330,0.944,1,1
1331,0.255,1,1
1332,0.792,1,1
1333,1.0,1,1
1334,1.0,1,1
1335,0.68,1,1
1336,0.935,1,1
1337,0.953,1,1
1338,0.53,1,1
1339,0.961,1,1
1340,0.946,1,1
1341,0.999,1,1
1342,0.963,1,1
1343,0.996,1,1
1344,0.31,1,1
1345,0.982,1,1
1346,0.94,1,1
1347,0.998,1,1
1348,0.301,1,1
1349,0.997,1,1
1350,0.998,1,1
1351,0.617,1,1
1352,0.252,1,1
1353,0.998,1,1
1354,1.0,1,1
1355,0.481,1,1
