score,taget
0.593,0.0
1.0,0.0
0.191,0.0
0.0,0.0
0.913,0.0
0.605,0.0
0.872,0.0
0.942,0.0
0.99,0.0
0.737,0.0
0.932,0.0
0.866,0.0
0.992,0.0
0.701,0.0
0.733,0.0
0.903,0.0
0.85,0.0
0.456,0.0
0.587,0.0
0.573,0.0
0.642,0.0
1.0,0.0
0.895,0.0
0.963,0.0
0.954,0.0
0.488,0.0
0.424,0.0
0.71,0.0
1.0,0.0
0.0,0.0
0.868,0.0
1.0,0.0
0.338,0.0
0.0,0.0
0.767,0.0
0.385,0.0
0.276,0.0
0.649,0.0
0.942,0.0
0.957,0.0
0.554,0.0
1.0,0.0
0.943,0.0
0.266,0.0
1.0,0.0
0.48,0.0
0.898,0.0
0.0,0.0
0.814,0.0
0.503,0.0
0.882,0.0
0.156,0.0
0.973,0.0
0.407,0.0
1.0,0.0
1.0,0.0
0.988,0.0
0.491,0.0
0.084,0.0
0.784,0.0
0.0,0.0
0.978,0.0
0.726,0.0
0.0,0.0
1.0,0.0
0.908,0.0
0.233,0.0
0.889,0.0
0.663,0.0
0.0,0.0
0.85,0.0
0.636,0.0
0.692,0.0
0.562,0.0
0.0,0.0
0.971,0.0
0.0,0.0
1.0,0.0
0.677,0.0
1.0,0.0
0.982,0.0
0.647,0.0
0.929,0.0
0.976,0.0
0.625,0.0
0.6,0.0
0.871,0.0
0.481,0.0
0.638,0.0
1.0,0.0
0.0,0.0
0.901,0.0
0.52,0.0
0.262,0.0
1.0,0.0
1.0,0.0
0.808,0.0
0.783,0.0
0.88,0.0
0.959,0.0
0.841,0.0
1.0,0.0
0.883,0.0
0.382,0.0
0.687,0.0
1.0,0.0
0.0,0.0
0.736,0.0
0.464,0.0
0.889,0.0
0.445,0.0
0.938,0.0
0.786,0.0
0.566,0.0
0.554,0.0
1.0,0.0
0.867,0.0
0.0,0.0
0.608,0.0
0.738,0.0
0.528,0.0
0.473,0.0
0.541,0.0
0.0,0.0
0.0,0.0
0.564,0.0
0.221,0.0
0.896,0.0
0.287,0.0
0.0,0.0
0.891,0.0
0.757,0.0
0.645,0.0
0.523,0.0
0.617,0.0
0.837,0.0
0.55,0.0
0.0,0.0
0.48,0.0
0.561,0.0
1.0,0.0
0.464,0.0
0.866,0.0
1.0,0.0
1.0,0.0
0.965,0.0
0.877,0.0
0.639,0.0
0.734,0.0
0.776,0.0
1.0,0.0
1.0,0.0
0.895,0.0
0.87,0.0
0.438,0.0
0.516,0.0
0.661,0.0
0.738,0.0
0.992,0.0
0.676,0.0
0.715,0.0
1.0,0.0
0.638,0.0
0.0,0.0
0.708,0.0
0.746,0.0
0.222,0.0
1.0,0.0
1.0,0.0
0.0,0.0
0.508,0.0
0.521,0.0
0.0,0.0
0.952,0.0
0.675,0.0
0.984,0.0
0.643,0.0
1.0,0.0
1.0,0.0
0.444,0.0
1.0,0.0
0.99,0.0
0.728,0.0
0.0,0.0
0.558,0.0
0.979,0.0
0.358,0.0
0.0,0.0
0.83,0.0
0.411,0.0
0.889,0.0
0.859,0.0
0.929,0.0
0.538,0.0
0.278,0.0
0.0,0.0
0.764,0.0
0.289,0.0
0.666,0.0
0.551,0.0
0.0,0.0
0.881,0.0
0.273,0.0
0.84,0.0
0.525,0.0
0.0,0.0
0.713,0.0
0.822,0.0
0.752,0.0
0.774,0.0
0.445,0.0
0.508,0.0
0.0,0.0
0.386,0.0
0.343,0.0
0.505,0.0
0.0,0.0
0.762,0.0
0.576,0.0
0.997,0.0
0.748,0.0
0.74,0.0
0.622,0.0
0.0,0.0
0.581,0.0
0.822,0.0
1.0,0.0
1.0,0.0
0.499,0.0
0.377,0.0
0.853,0.0
0.754,0.0
0.96,0.0
0.0,0.0
0.982,0.0
1.0,0.0
0.982,0.0
0.81,0.0
0.0,0.0
0.964,0.0
0.0,0.0
0.745,0.0
0.642,0.0
0.261,0.0
0.273,0.0
0.695,0.0
0.839,0.0
0.52,0.0
0.956,0.0
1.0,0.0
0.381,0.0
0.462,0.0
0.0,0.0
0.483,0.0
0.997,0.0
0.797,0.0
1.0,0.0
0.742,0.0
0.576,0.0
0.751,0.0
0.799,0.0
0.866,0.0
0.893,0.0
0.889,0.0
1.0,0.0
0.0,0.0
1.0,0.0
0.439,0.0
0.864,0.0
0.0,0.0
1.0,0.0
0.376,0.0
0.527,0.0
0.561,0.0
0.99,0.0
0.551,0.0
0.793,0.0
0.501,0.0
0.509,0.0
0.875,0.0
0.562,0.0
0.697,0.0
0.0,0.0
0.899,0.0
0.77,0.0
0.869,0.0
0.491,0.0
0.419,0.0
0.596,0.0
0.837,0.0
0.856,0.0
0.811,0.0
0.517,0.0
0.885,0.0
0.33,0.0
1.0,0.0
1.0,0.0
0.929,0.0
0.597,0.0
0.242,0.0
0.454,0.0
0.532,0.0
0.863,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.595,0.0
0.0,0.0
0.509,0.0
0.921,0.0
0.675,0.0
0.997,0.0
0.0,0.0
0.0,0.0
0.603,0.0
0.0,0.0
0.95,0.0
0.916,0.0
0.166,0.0
0.0,0.0
0.0,0.0
0.432,0.0
0.482,0.0
0.647,0.0
0.809,0.0
0.741,0.0
0.613,0.0
0.484,0.0
0.998,0.0
0.728,0.0
0.704,0.0
0.728,0.0
1.0,0.0
0.584,0.0
0.0,0.0
0.928,0.0
0.662,0.0
0.773,0.0
0.895,0.0
0.0,0.0
0.267,0.0
1.0,0.0
1.0,0.0
0.719,0.0
0.925,0.0
0.305,0.0
0.721,0.0
0.753,0.0
0.762,0.0
0.842,0.0
0.878,0.0
0.589,0.0
0.485,0.0
0.898,0.0
0.0,0.0
0.722,0.0
0.833,0.0
0.214,0.0
0.844,0.0
0.879,0.0
0.87,0.0
0.449,0.0
0.915,0.0
0.786,0.0
0.904,0.0
0.556,0.0
0.987,0.0
0.231,0.0
0.501,0.0
0.344,0.0
0.0,0.0
0.671,0.0
0.932,0.0
0.722,0.0
0.382,0.0
0.509,0.0
0.0,0.0
0.505,0.0
0.53,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.0,0.0
0.308,0.0
0.0,0.0
1.0,0.0
1.0,0.0
0.54,0.0
0.0,0.0
0.995,0.0
0.0,0.0
0.488,0.0
0.535,0.0
0.708,0.0
0.731,0.0
1.0,0.0
0.893,0.0
1.0,0.0
0.821,0.0
0.0,0.0
0.509,0.0
1.0,0.0
0.586,0.0
0.667,0.0
0.947,0.0
0.0,0.0
0.514,0.0
0.498,0.0
0.412,0.0
0.175,0.0
0.551,0.0
0.198,0.0
0.968,0.0
0.592,0.0
0.855,0.0
0.0,0.0
0.839,0.0
0.545,0.0
0.942,0.0
0.283,0.0
0.447,0.0
0.548,0.0
0.284,0.0
0.0,0.0
0.489,0.0
0.539,0.0
0.326,0.0
0.988,0.0
0.149,0.0
0.675,0.0
0.26,0.0
0.898,0.0
0.497,0.0
0.0,0.0
1.0,0.0
0.516,0.0
0.0,0.0
1.0,0.0
0.872,0.0
1.0,0.0
0.733,0.0
0.736,0.0
0.0,0.0
0.948,0.0
0.0,0.0
1.0,0.0
0.99,0.0
0.0,0.0
0.521,0.0
1.0,0.0
0.471,0.0
0.504,0.0
0.339,0.0
0.502,0.0
0.879,0.0
0.883,0.0
1.0,0.0
0.755,0.0
0.0,0.0
0.616,0.0
0.548,0.0
0.632,0.0
0.22,0.0
0.0,0.0
0.0,0.0
0.561,0.0
0.259,0.0
0.488,0.0
0.582,0.0
0.369,0.0
0.626,0.0
0.866,0.0
0.892,0.0
0.903,0.0
0.585,0.0
0.582,0.0
0.198,0.0
0.704,0.0
1.0,0.0
0.924,0.0
0.0,0.0
1.0,0.0
0.638,0.0
0.948,0.0
0.393,0.0
0.971,0.0
0.0,0.0
0.0,0.0
0.608,0.0
0.976,0.0
0.748,0.0
0.883,0.0
0.24,0.0
0.307,0.0
0.402,0.0
1.0,0.0
0.867,0.0
0.568,0.0
0.958,0.0
0.999,0.0
0.0,0.0
0.295,0.0
0.416,0.0
0.476,0.0
1.0,0.0
0.872,0.0
0.149,0.0
0.0,0.0
0.353,0.0
1.0,0.0
0.594,0.0
1.0,0.0
0.405,0.0
0.46,0.0
0.996,0.0
0.631,0.0
0.235,0.0
0.86,0.0
0.733,0.0
0.898,0.0
0.377,0.0
0.877,0.0
0.709,0.0
0.845,0.0
0.63,0.0
0.953,0.0
0.917,0.0
0.274,0.0
1.0,0.0
0.0,0.0
1.0,0.0
0.0,0.0
0.884,0.0
0.0,0.0
0.0,0.0
1.0,0.0
0.0,0.0
0.579,0.0
0.151,0.0
0.573,0.0
1.0,0.0
1.0,0.0
0.308,0.0
0.429,0.0
0.943,0.0
0.927,0.0
0.0,0.0
1.0,0.0
0.545,0.0
0.866,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.865,0.0
1.0,0.0
0.682,0.0
0.301,0.0
0.224,0.0
0.901,0.0
0.647,0.0
1.0,0.0
0.755,0.0
0.988,0.0
0.0,0.0
0.541,0.0
0.417,0.0
1.0,0.0
0.504,0.0
1.0,0.0
0.913,0.0
0.748,0.0
0.366,0.0
0.886,0.0
0.515,0.0
0.138,0.0
0.51,0.0
0.997,0.0
0.915,0.0
0.747,0.0
0.906,0.0
1.0,0.0
0.942,0.0
0.521,0.0
1.0,0.0
0.75,0.0
0.762,0.0
0.966,0.0
0.265,0.0
0.473,0.0
0.203,0.0
0.592,0.0
0.556,0.0
0.163,0.0
0.995,0.0
1.0,0.0
0.982,0.0
0.32,0.0
0.325,0.0
0.0,0.0
0.954,0.0
0.563,0.0
0.57,0.0
1.0,0.0
0.793,0.0
0.943,0.0
0.386,0.0
0.938,0.0
0.83,0.0
0.718,0.0
0.46,0.0
0.0,0.0
0.0,0.0
0.869,0.0
0.606,0.0
0.7,0.0
0.0,0.0
0.787,0.0
0.513,0.0
0.0,0.0
0.0,0.0
0.492,0.0
0.501,0.0
0.906,0.0
0.998,0.0
0.368,0.0
0.426,0.0
0.999,0.0
0.501,0.0
0.917,0.0
0.0,0.0
0.852,0.0
0.999,0.0
0.714,0.0
1.0,0.0
0.713,0.0
0.354,0.0
0.63,0.0
0.403,0.0
0.672,0.0
0.0,0.0
0.835,0.0
1.0,0.0
0.319,0.0
0.0,0.0
0.614,0.0
0.864,0.0
0.0,0.0
0.727,0.0
0.535,0.0
0.493,0.0
1.0,0.0
0.677,0.0
0.915,0.0
