score,taget
0.999,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
0.0,0
1.0,0
0.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
0.0,0
1.0,0
0.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
0.0,0
1.0,0
0.833,0
1.0,0
0.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
0.0,0
0.999,0
1.0,0
1.0,0
1.0,0
0.936,0
1.0,0
1.0,0
0.0,0
1.0,0
0.992,0
1.0,0
0.0,0
1.0,0
1.0,0
1.0,0
1.0,0
0.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
0.993,0
1.0,0
1.0,0
0.996,0
0.0,0
1.0,0
0.954,0
1.0,0
0.0,0
1.0,0
0.0,0
0.999,0
1.0,0
1.0,0
1.0,0
0.952,0
1.0,0
0.0,0
1.0,0
1.0,0
0.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
0.0,0
1.0,0
1.0,0
1.0,0
1.0,0
0.997,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
0.0,0
1.0,0
1.0,0
0.645,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
0.0,0
0.999,0
1.0,0
1.0,0
1.0,0
0.972,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
0.0,0
0.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
0.0,0
1.0,0
1.0,0
0.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
0.522,0
1.0,0
1.0,0
0.0,0
0.986,0
1.0,0
1.0,0
0.919,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
0.64,0
1.0,0
1.0,0
0.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
0.0,0
1.0,0
0.0,0
1.0,0
1.0,0
1.0,0
0.916,0
1.0,0
1.0,0
0.972,0
0.0,0
1.0,0
1.0,0
1.0,0
1.0,0
0.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
0.0,0
1.0,0
1.0,0
1.0,0
1.0,0
0.845,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
0.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
0.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
0.995,0
0.0,0
0.996,0
1.0,0
1.0,0
1.0,0
0.761,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
0.993,0
1.0,0
1.0,0
1.0,0
1.0,0
0.738,0
0.0,0
1.0,0
1.0,0
1.0,0
1.0,0
0.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
0.0,0
0.834,0
0.0,0
1.0,0
1.0,0
1.0,0
1.0,0
0.582,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
0.0,0
1.0,0
0.0,0
0.881,0
1.0,0
1.0,0
0.876,0
0.535,0
1.0,0
1.0,0
0.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
0.999,0
1.0,0
0.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
0.0,0
1.0,0
0.632,0
1.0,0
0.0,0
0.999,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
0.985,0
0.0,0
1.0,0
1.0,0
1.0,0
1.0,0
0.0,0
1.0,0
0.992,0
1.0,0
1.0,0
0.0,0
1.0,0
0.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
0.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
0.0,0
0.903,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
0.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
0.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
0.0,0
1.0,0
1.0,0
1.0,0
0.0,0
1.0,0
1.0,0
0.0,0
1.0,0
1.0,0
1.0,0
1.0,0
0.0,0
1.0,0
1.0,0
0.0,0
1.0,0
0.0,0
1.0,0
0.0,0
0.884,0
1.0,0
1.0,0
0.553,0
1.0,0
1.0,0
0.998,0
1.0,0
1.0,0
0.0,0
1.0,0
1.0,0
0.997,0
1.0,0
1.0,0
1.0,0
0.723,0
1.0,0
0.0,0
0.0,0
0.0,0
1.0,0
1.0,0
0.0,0
1.0,0
1.0,0
1.0,0
0.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
0.503,0
1.0,0
1.0,0
0.0,0
1.0,0
1.0,0
1.0,0
0.0,0
1.0,0
1.0,0
0.0,0
1.0,0
0.724,0
0.0,0
1.0,0
0.0,0
0.0,0
1.0,0
0.0,0
1.0,0
0.0,0
1.0,0
0.99,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
0.0,0
1.0,0
0.962,0
0.965,0
1.0,0
1.0,0
0.0,0
1.0,0
0.0,0
1.0,0
0.99,0
0.695,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
0.997,0
1.0,0
1.0,0
0.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
0.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
0.999,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
0.0,0
1.0,0
0.0,0
1.0,0
1.0,0
1.0,0
0.0,0
1.0,0
1.0,0
1.0,0
0.0,0
1.0,0
0.0,0
1.0,0
0.0,0
0.835,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
0.739,0
1.0,0
1.0,0
1.0,0
0.0,0
1.0,0
1.0,0
0.825,0
0.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
0.953,0
1.0,0
1.0,0
1.0,0
1.0,1
0.769,1
0.886,1
0.997,1
1.0,1
0.999,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.988,1
1.0,1
0.988,1
0.997,1
0.991,1
0.982,1
0.964,1
1.0,1
0.899,1
1.0,1
1.0,1
1.0,1
1.0,1
0.998,1
1.0,1
0.994,1
1.0,1
0.999,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.997,1
1.0,1
0.994,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.966,1
1.0,1
1.0,1
0.997,1
0.995,1
1.0,1
1.0,1
1.0,1
1.0,1
0.994,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.999,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.995,1
1.0,1
1.0,1
0.972,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.974,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.819,1
1.0,1
0.993,1
1.0,1
0.974,1
0.998,1
1.0,1
1.0,1
1.0,1
1.0,1
0.946,1
1.0,1
1.0,1
0.669,1
1.0,1
1.0,1
1.0,1
0.998,1
0.743,1
0.999,1
0.999,1
1.0,1
1.0,1
0.998,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.979,1
1.0,1
1.0,1
0.999,1
1.0,1
1.0,1
0.996,1
1.0,1
1.0,1
1.0,1
1.0,1
0.947,1
0.999,1
0.999,1
0.999,1
1.0,1
1.0,1
1.0,1
0.886,1
0.985,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.975,1
1.0,1
1.0,1
1.0,1
0.978,1
0.489,1
1.0,1
0.97,1
0.997,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.978,1
1.0,1
0.878,1
1.0,1
1.0,1
1.0,1
1.0,1
0.999,1
1.0,1
1.0,1
0.998,1
1.0,1
0.993,1
0.917,1
0.603,1
1.0,1
0.992,1
0.742,1
0.99,1
1.0,1
0.998,1
0.983,1
1.0,1
0.997,1
1.0,1
1.0,1
1.0,1
0.943,1
0.992,1
1.0,1
1.0,1
0.503,1
1.0,1
1.0,1
1.0,1
1.0,1
0.786,1
1.0,1
1.0,1
1.0,1
1.0,1
0.999,1
1.0,1
1.0,1
1.0,1
1.0,1
0.994,1
1.0,1
0.697,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.998,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.994,1
1.0,1
0.997,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.994,1
0.998,1
1.0,1
1.0,1
1.0,1
1.0,1
0.986,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.999,1
0.997,1
1.0,1
1.0,1
1.0,1
0.969,1
1.0,1
1.0,1
0.999,1
1.0,1
1.0,1
0.999,1
0.558,1
0.997,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.897,1
1.0,1
0.891,1
1.0,1
1.0,1
0.999,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.745,1
0.998,1
0.648,1
0.998,1
1.0,1
1.0,1
1.0,1
0.992,1
0.96,1
1.0,1
1.0,1
1.0,1
0.538,1
0.857,1
1.0,1
1.0,1
1.0,1
1.0,1
0.999,1
0.814,1
1.0,1
0.738,1
0.668,1
0.647,1
1.0,1
0.904,1
0.999,1
1.0,1
1.0,1
1.0,1
0.999,1
0.957,1
1.0,1
1.0,1
0.975,1
0.952,1
1.0,1
1.0,1
1.0,1
0.998,1
0.742,1
1.0,1
1.0,1
1.0,1
0.985,1
1.0,1
1.0,1
1.0,1
1.0,1
0.998,1
1.0,1
1.0,1
0.994,1
0.583,1
0.99,1
1.0,1
0.998,1
0.851,1
1.0,1
1.0,1
1.0,1
1.0,1
0.996,1
1.0,1
1.0,1
1.0,1
0.981,1
1.0,1
1.0,1
1.0,1
0.999,1
0.999,1
0.968,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.997,1
1.0,1
1.0,1
0.95,1
0.968,1
0.963,1
0.97,1
1.0,1
0.985,1
1.0,1
1.0,1
1.0,1
1.0,1
0.968,1
0.997,1
0.999,1
1.0,1
0.994,1
0.994,1
0.924,1
0.998,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.994,1
0.963,1
1.0,1
0.997,1
0.99,1
1.0,1
1.0,1
0.97,1
1.0,1
0.989,1
1.0,1
0.999,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.142,1
1.0,1
1.0,1
1.0,1
1.0,1
0.907,1
1.0,1
0.995,1
1.0,1
1.0,1
1.0,1
1.0,1
0.907,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.972,1
1.0,1
1.0,1
1.0,1
1.0,1
0.997,1
1.0,1
0.991,1
1.0,1
1.0,1
0.945,1
1.0,1
0.653,1
0.996,1
1.0,1
0.506,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.774,1
0.999,1
0.969,1
1.0,1
0.999,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.999,1
1.0,1
1.0,1
1.0,1
0.691,1
1.0,1
1.0,1
0.99,1
1.0,1
1.0,1
0.998,1
1.0,1
1.0,1
1.0,1
0.992,1
1.0,1
1.0,1
1.0,1
1.0,1
0.996,1
0.995,1
0.995,1
0.999,1
1.0,1
1.0,1
1.0,1
0.885,1
0.977,1
1.0,1
1.0,1
1.0,1
0.984,1
0.803,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.966,1
1.0,1
1.0,1
1.0,1
0.973,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.844,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.878,1
1.0,1
1.0,1
0.997,1
0.999,1
1.0,1
1.0,1
1.0,1
0.826,1
0.995,1
0.978,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.951,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.783,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.917,1
1.0,1
1.0,1
0.995,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.998,1
1.0,1
1.0,1
1.0,1
1.0,1
0.989,1
1.0,1
0.849,1
1.0,1
0.998,1
1.0,1
1.0,1
0.915,1
1.0,1
0.987,1
0.998,1
1.0,1
0.952,1
0.982,1
1.0,1
0.764,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.771,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.976,1
0.999,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.998,1
0.999,1
1.0,1
0.726,1
0.999,1
0.98,1
1.0,1
1.0,1
1.0,1
0.904,1
1.0,1
0.989,1
1.0,1
1.0,1
1.0,1
0.946,1
0.999,1
1.0,1
0.997,1
0.478,1
1.0,1
0.926,1
0.996,1
0.911,1
1.0,1
0.994,1
1.0,1
0.956,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.993,1
0.972,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.985,1
1.0,1
1.0,1
0.985,1
1.0,1
1.0,1
1.0,1
0.993,1
1.0,1
1.0,1
1.0,1
0.987,1
1.0,1
1.0,1
1.0,1
0.988,1
1.0,1
0.928,1
0.707,1
1.0,1
0.996,1
0.946,1
1.0,1
1.0,1
1.0,1
1.0,1
0.996,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.911,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.998,1
0.934,1
1.0,1
0.545,1
1.0,1
0.993,1
1.0,1
1.0,1
1.0,1
1.0,1
0.533,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.947,1
1.0,1
0.998,1
1.0,1
1.0,1
1.0,1
0.638,1
1.0,1
0.845,1
0.995,1
0.96,1
1.0,1
0.995,1
1.0,1
1.0,1
0.927,1
1.0,1
0.997,1
0.987,1
1.0,1
1.0,1
0.771,1
0.999,1
1.0,1
0.998,1
0.975,1
1.0,1
1.0,1
0.995,1
1.0,1
1.0,1
0.997,1
1.0,1
1.0,1
1.0,1
0.999,1
1.0,1
1.0,1
0.946,1
0.994,1
1.0,1
0.957,1
1.0,1
1.0,1
1.0,1
1.0,1
0.996,1
1.0,1
1.0,1
0.927,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.981,1
1.0,1
0.999,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.595,1
1.0,1
1.0,1
0.992,1
1.0,1
0.988,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.999,1
1.0,1
1.0,1
1.0,1
0.999,1
1.0,1
0.909,1
1.0,1
1.0,1
1.0,1
1.0,1
0.445,1
1.0,1
0.995,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.999,1
1.0,1
0.999,1
1.0,1
1.0,1
0.919,1
0.999,1
0.997,1
1.0,1
1.0,1
0.988,1
1.0,1
1.0,1
0.932,1
0.996,1
1.0,1
1.0,1
1.0,1
0.99,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.985,1
0.987,1
0.999,1
1.0,1
0.994,1
1.0,1
0.998,1
0.945,1
1.0,1
1.0,1
0.999,1
0.964,1
1.0,1
0.996,1
0.964,1
1.0,1
1.0,1
1.0,1
0.663,1
1.0,1
1.0,1
1.0,1
0.994,1
1.0,1
1.0,1
1.0,1
1.0,1
0.919,1
1.0,1
0.991,1
1.0,1
1.0,1
0.999,1
1.0,1
0.988,1
1.0,1
1.0,1
1.0,1
0.971,1
0.918,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.999,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.993,1
1.0,1
0.986,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.99,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.924,1
1.0,1
1.0,1
1.0,1
0.999,1
1.0,1
0.698,1
1.0,1
1.0,1
1.0,1
0.999,1
1.0,1
1.0,1
1.0,1
0.993,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.928,1
1.0,1
0.991,1
0.999,1
0.956,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.999,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.938,1
1.0,1
0.992,1
0.997,1
1.0,1
0.999,1
0.992,1
1.0,1
0.976,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.994,1
1.0,1
1.0,1
0.844,1
1.0,1
1.0,1
0.959,1
1.0,1
0.989,1
1.0,1
1.0,1
0.997,1
1.0,1
1.0,1
1.0,1
0.89,1
1.0,1
1.0,1
1.0,1
0.997,1
0.993,1
1.0,1
1.0,1
1.0,1
0.996,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.98,1
1.0,1
0.797,1
1.0,1
1.0,1
0.891,1
1.0,1
0.998,1
0.981,1
0.996,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.959,1
1.0,1
1.0,1
0.996,1
1.0,1
1.0,1
1.0,1
0.738,1
1.0,1
1.0,1
0.999,1
1.0,1
1.0,1
1.0,1
0.952,1
1.0,1
1.0,1
1.0,1
0.997,1
1.0,1
0.982,1
1.0,1
1.0,1
1.0,1
1.0,1
0.999,1
0.977,1
1.0,1
0.97,1
0.995,1
1.0,1
1.0,1
0.999,1
